area_code,sales,cogs,total_expenses,inventory,budget_profit,budget_cogs,productid,week,month,year,weekday,state,market,product
314,102.0,44.0,39.0,258.0,30.0,30.0,11,26,7,2011,4,Missouri,Central,Darjeeling
314,98.0,39.0,40.0,244.0,30.0,20.0,11,39,10,2011,5,Missouri,Central,Darjeeling
314,95.0,38.0,40.0,256.0,10.0,30.0,11,48,12,2011,3,Missouri,Central,Darjeeling
314,68.0,30.0,45.0,165.0,-10.0,20.0,12,5,2,2010,0,Missouri,Central,Earl Grey
314,65.0,29.0,45.0,169.0,-10.0,20.0,12,13,4,2010,3,Missouri,Central,Earl Grey
314,76.0,34.0,46.0,182.0,0.0,20.0,12,17,5,2010,5,Missouri,Central,Earl Grey
314,54.0,24.0,42.0,212.0,-10.0,20.0,12,35,9,2010,2,Missouri,Central,Earl Grey
314,64.0,29.0,42.0,215.0,-10.0,20.0,12,31,8,2011,0,Missouri,Central,Earl Grey
315,650.0,260.0,143.0,2548.0,230.0,210.0,2,39,10,2010,4,New York,East,Columbian
315,745.0,279.0,149.0,2642.0,250.0,250.0,2,48,12,2011,3,New York,East,Columbian
315,230.0,94.0,38.0,608.0,120.0,90.0,13,26,7,2010,3,New York,East,Green Tea
315,61.0,105.0,128.0,725.0,-170.0,100.0,5,53,1,2010,4,New York,East,Caffe Mocha
315,651.0,265.0,134.0,1613.0,200.0,200.0,9,17,5,2010,5,New York,East,Lemon
315,663.0,271.0,126.0,1727.0,220.0,200.0,9,22,6,2011,2,New York,East,Lemon
315,198.0,235.0,94.0,2169.0,-90.0,170.0,10,17,5,2010,5,New York,East,Mint
315,164.0,239.0,95.0,4360.0,-100.0,130.0,10,39,10,2010,4,New York,East,Mint
315,261.0,100.0,40.0,822.0,130.0,100.0,11,13,4,2011,4,New York,East,Darjeeling
315,213.0,87.0,35.0,756.0,110.0,90.0,12,9,3,2010,0,New York,East,Earl Grey
315,290.0,118.0,45.0,930.0,130.0,120.0,12,44,11,2010,0,New York,East,Earl Grey
318,99.0,40.0,23.0,793.0,50.0,50.0,2,17,5,2010,5,Louisiana,South,Columbian
318,99.0,40.0,23.0,843.0,50.0,50.0,2,26,7,2010,3,Louisiana,South,Columbian
318,119.0,48.0,25.0,834.0,60.0,60.0,2,35,9,2010,2,Louisiana,South,Columbian
318,120.0,49.0,25.0,845.0,70.0,50.0,2,48,12,2010,2,Louisiana,South,Columbian
318,98.0,40.0,21.0,793.0,50.0,50.0,2,17,5,2011,6,Louisiana,South,Columbian
318,127.0,48.0,25.0,834.0,60.0,60.0,2,35,9,2011,3,Louisiana,South,Columbian
318,123.0,47.0,24.0,834.0,60.0,50.0,2,44,11,2011,1,Louisiana,South,Columbian
318,121.0,49.0,25.0,767.0,70.0,60.0,3,9,3,2010,0,Louisiana,South,Decaf Irish Cream
318,121.0,49.0,24.0,779.0,70.0,60.0,3,13,4,2010,3,Louisiana,South,Decaf Irish Cream
318,130.0,53.0,25.0,803.0,80.0,60.0,3,17,5,2010,5,Louisiana,South,Decaf Irish Cream
318,144.0,59.0,27.0,842.0,90.0,70.0,3,22,6,2010,1,Louisiana,South,Decaf Irish Cream
318,144.0,59.0,27.0,870.0,90.0,70.0,3,26,7,2010,3,Louisiana,South,Decaf Irish Cream
318,91.0,33.0,21.0,777.0,50.0,40.0,3,52,1,2011,5,Louisiana,South,Decaf Irish Cream
318,167.0,62.0,42.0,346.0,70.0,50.0,5,9,3,2010,0,Louisiana,South,Caffe Mocha
318,142.0,49.0,39.0,342.0,50.0,40.0,5,13,4,2011,4,Louisiana,South,Caffe Mocha
318,103.0,39.0,33.0,380.0,30.0,30.0,5,26,7,2011,4,Louisiana,South,Caffe Mocha
318,125.0,47.0,35.0,366.0,40.0,40.0,5,31,8,2011,0,Louisiana,South,Caffe Mocha
318,150.0,53.0,39.0,321.0,30.0,40.0,5,44,11,2011,1,Louisiana,South,Caffe Mocha
318,110.0,45.0,37.0,410.0,40.0,30.0,6,17,5,2010,5,Louisiana,South,Decaf Espresso
318,99.0,40.0,36.0,443.0,30.0,30.0,6,22,6,2010,1,Louisiana,South,Decaf Espresso
318,113.0,46.0,37.0,449.0,40.0,20.0,6,39,10,2010,4,Louisiana,South,Decaf Espresso
318,120.0,46.0,37.0,449.0,40.0,20.0,6,39,10,2011,5,Louisiana,South,Decaf Espresso
318,113.0,43.0,36.0,466.0,20.0,30.0,6,48,12,2011,3,Louisiana,South,Decaf Espresso
318,106.0,46.0,28.0,587.0,40.0,40.0,8,26,7,2010,3,Louisiana,South,Chamomile
318,159.0,69.0,35.0,572.0,60.0,60.0,8,35,9,2010,2,Louisiana,South,Chamomile
318,125.0,49.0,29.0,623.0,40.0,40.0,8,52,1,2011,5,Louisiana,South,Chamomile
318,119.0,49.0,28.0,617.0,40.0,40.0,8,5,2,2011,1,Louisiana,South,Chamomile
318,117.0,48.0,28.0,611.0,40.0,40.0,8,9,3,2011,1,Louisiana,South,Chamomile
318,251.0,103.0,46.0,564.0,110.0,80.0,8,39,10,2011,5,Louisiana,South,Chamomile
318,189.0,85.0,65.0,476.0,40.0,80.0,9,9,3,2010,0,Louisiana,South,Lemon
318,169.0,76.0,61.0,580.0,40.0,70.0,9,22,6,2010,1,Louisiana,South,Lemon
318,169.0,76.0,62.0,613.0,40.0,70.0,9,26,7,2010,3,Louisiana,South,Lemon
318,213.0,85.0,68.0,494.0,40.0,80.0,9,52,1,2011,5,Louisiana,South,Lemon
318,167.0,76.0,57.0,580.0,40.0,70.0,9,22,6,2011,2,Louisiana,South,Lemon
318,163.0,68.0,59.0,619.0,30.0,60.0,9,48,12,2011,3,Louisiana,South,Lemon
318,155.0,65.0,88.0,342.0,10.0,50.0,4,5,2,2010,0,Louisiana,South,Caffe Latte
318,150.0,63.0,86.0,187.0,0.0,50.0,4,9,3,2010,0,Louisiana,South,Caffe Latte
318,128.0,53.0,78.0,-267.0,10.0,40.0,4,22,6,2010,1,Louisiana,South,Caffe Latte
318,149.0,62.0,85.0,-613.0,0.0,50.0,4,35,9,2010,2,Louisiana,South,Caffe Latte
318,144.0,60.0,83.0,-762.0,10.0,30.0,4,39,10,2010,4,Louisiana,South,Caffe Latte
318,165.0,65.0,88.0,342.0,10.0,50.0,4,5,2,2011,1,Louisiana,South,Caffe Latte
318,159.0,62.0,85.0,-613.0,0.0,50.0,4,35,9,2011,3,Louisiana,South,Caffe Latte
318,157.0,61.0,85.0,-906.0,10.0,40.0,4,44,11,2011,1,Louisiana,South,Caffe Latte
319,45.0,18.0,16.0,821.0,20.0,10.0,1,53,1,2010,4,Iowa,Central,Amaretto
319,61.0,25.0,19.0,854.0,30.0,20.0,1,26,7,2010,3,Iowa,Central,Amaretto
319,48.0,19.0,16.0,848.0,20.0,20.0,1,35,9,2010,2,Iowa,Central,Amaretto
319,48.0,18.0,17.0,818.0,20.0,10.0,1,5,2,2011,1,Iowa,Central,Amaretto
319,49.0,20.0,16.0,829.0,20.0,20.0,1,17,5,2011,6,Iowa,Central,Amaretto
319,57.0,23.0,16.0,843.0,30.0,20.0,1,22,6,2011,2,Iowa,Central,Amaretto
319,62.0,25.0,18.0,851.0,30.0,20.0,1,31,8,2011,0,Iowa,Central,Amaretto
319,51.0,19.0,16.0,848.0,20.0,20.0,1,35,9,2011,3,Iowa,Central,Amaretto
319,63.0,28.0,29.0,961.0,20.0,20.0,2,5,2,2010,0,Iowa,Central,Columbian
319,72.0,33.0,32.0,1003.0,20.0,30.0,2,35,9,2010,2,Iowa,Central,Columbian
319,65.0,28.0,30.0,964.0,20.0,20.0,2,13,4,2011,4,Iowa,Central,Columbian
319,74.0,34.0,30.0,1010.0,20.0,30.0,2,26,7,2011,4,Iowa,Central,Columbian
319,89.0,41.0,32.0,1007.0,20.0,40.0,2,31,8,2011,0,Iowa,Central,Columbian
319,49.0,21.0,19.0,614.0,20.0,20.0,3,13,4,2010,3,Iowa,Central,Decaf Irish Cream
319,24.0,10.0,15.0,594.0,10.0,0.0,3,48,12,2010,2,Iowa,Central,Decaf Irish Cream
319,58.0,23.0,19.0,617.0,20.0,20.0,3,9,3,2011,1,Iowa,Central,Decaf Irish Cream
319,37.0,15.0,17.0,600.0,10.0,10.0,3,35,9,2011,3,Iowa,Central,Decaf Irish Cream
319,25.0,10.0,16.0,596.0,10.0,0.0,3,44,11,2011,1,Iowa,Central,Decaf Irish Cream
319,47.0,19.0,17.0,774.0,20.0,20.0,5,5,2,2010,0,Iowa,Central,Caffe Mocha
319,49.0,20.0,17.0,784.0,20.0,20.0,5,17,5,2010,5,Iowa,Central,Caffe Mocha
319,58.0,23.0,17.0,800.0,50.0,20.0,5,39,10,2010,4,Iowa,Central,Caffe Mocha
319,62.0,23.0,17.0,803.0,30.0,20.0,5,35,9,2011,3,Iowa,Central,Caffe Mocha
319,43.0,0.0,12.0,602.0,40.0,0.0,6,22,6,2010,1,Iowa,Central,Decaf Espresso
319,43.0,0.0,11.0,473.0,40.0,0.0,6,35,9,2010,2,Iowa,Central,Decaf Espresso
319,46.0,0.0,11.0,774.0,40.0,0.0,6,5,2,2011,1,Iowa,Central,Decaf Espresso
319,678.0,291.0,129.0,1742.0,240.0,250.0,8,26,7,2010,3,Iowa,Central,Chamomile
319,607.0,263.0,110.0,1433.0,220.0,220.0,8,17,5,2011,6,Iowa,Central,Chamomile
319,628.0,253.0,116.0,1686.0,210.0,210.0,8,35,9,2011,3,Iowa,Central,Chamomile
319,637.0,257.0,117.0,1662.0,210.0,200.0,8,39,10,2011,5,Iowa,Central,Chamomile
319,267.0,109.0,56.0,585.0,110.0,90.0,9,9,3,2010,0,Iowa,Central,Lemon
319,301.0,123.0,63.0,611.0,120.0,100.0,9,13,4,2010,3,Iowa,Central,Lemon
319,345.0,141.0,68.0,764.0,140.0,120.0,9,22,6,2010,1,Iowa,Central,Lemon
319,376.0,154.0,72.0,833.0,150.0,130.0,9,26,7,2010,3,Iowa,Central,Lemon
319,312.0,127.0,62.0,830.0,120.0,120.0,9,48,12,2010,2,Iowa,Central,Lemon
319,321.0,123.0,63.0,611.0,120.0,100.0,9,13,4,2011,4,Iowa,Central,Lemon
319,478.0,239.0,91.0,1464.0,140.0,200.0,11,13,4,2010,3,Iowa,Central,Darjeeling
319,510.0,228.0,91.0,1459.0,140.0,190.0,11,52,1,2011,5,Iowa,Central,Darjeeling
319,516.0,260.0,89.0,1559.0,150.0,220.0,11,17,5,2011,6,Iowa,Central,Darjeeling
319,527.0,266.0,92.0,1797.0,150.0,220.0,11,31,8,2011,0,Iowa,Central,Darjeeling
319,546.0,245.0,126.0,1419.0,160.0,210.0,12,53,1,2010,4,Iowa,Central,Earl Grey
319,602.0,270.0,135.0,1834.0,170.0,230.0,12,26,7,2010,3,Iowa,Central,Earl Grey
319,545.0,245.0,127.0,1784.0,130.0,200.0,12,44,11,2010,0,Iowa,Central,Earl Grey
321,214.0,89.0,51.0,481.0,80.0,80.0,3,9,3,2010,0,Florida,East,Decaf Irish Cream
321,273.0,114.0,59.0,555.0,100.0,100.0,3,17,5,2010,5,Florida,East,Decaf Irish Cream
321,277.0,116.0,59.0,678.0,100.0,110.0,3,30,8,2010,6,Florida,East,Decaf Irish Cream
321,245.0,96.0,53.0,666.0,80.0,90.0,3,35,9,2011,3,Florida,East,Decaf Irish Cream
321,129.0,53.0,23.0,803.0,70.0,50.0,13,17,5,2011,6,Florida,East,Green Tea
321,91.0,34.0,21.0,863.0,40.0,30.0,13,48,12,2011,3,Florida,East,Green Tea
321,242.0,95.0,115.0,532.0,30.0,90.0,5,9,3,2011,1,Florida,East,Caffe Mocha
321,212.0,91.0,58.0,533.0,80.0,80.0,6,22,6,2010,1,Florida,East,Decaf Espresso
321,215.0,86.0,56.0,547.0,90.0,70.0,6,39,10,2011,5,Florida,East,Decaf Espresso
321,110.0,45.0,27.0,605.0,30.0,30.0,8,13,4,2011,4,Florida,East,Chamomile
321,168.0,69.0,44.0,965.0,40.0,50.0,10,52,1,2011,5,Florida,East,Mint
321,80.0,30.0,19.0,882.0,30.0,30.0,11,48,12,2011,3,Florida,East,Darjeeling
323,298.0,125.0,146.0,700.0,30.0,120.0,5,9,3,2010,0,California,West,Caffe Mocha
323,318.0,125.0,146.0,700.0,30.0,120.0,5,9,3,2011,1,California,West,Caffe Mocha
323,604.0,243.0,113.0,1260.0,210.0,230.0,6,9,3,2011,1,California,West,Decaf Espresso
323,498.0,214.0,88.0,923.0,170.0,180.0,9,9,3,2011,1,California,West,Lemon
323,98.0,40.0,25.0,536.0,30.0,30.0,10,44,11,2011,1,California,West,Mint
323,106.0,43.0,27.0,531.0,30.0,40.0,10,48,12,2011,3,California,West,Mint
323,322.0,123.0,45.0,959.0,110.0,90.0,11,48,12,2011,3,California,West,Darjeeling
323,510.0,228.0,92.0,1459.0,150.0,210.0,4,52,1,2011,5,California,West,Caffe Latte
325,190.0,83.0,39.0,623.0,100.0,100.0,3,53,1,2010,4,Texas,South,Decaf Irish Cream
325,199.0,87.0,41.0,564.0,110.0,100.0,3,26,7,2010,3,Texas,South,Decaf Irish Cream
325,132.0,58.0,32.0,548.0,70.0,70.0,3,35,9,2010,2,Texas,South,Decaf Irish Cream
325,219.0,89.0,35.0,777.0,90.0,70.0,5,53,1,2010,4,Texas,South,Caffe Mocha
325,223.0,91.0,36.0,777.0,100.0,70.0,5,13,4,2010,3,Texas,South,Caffe Mocha
325,212.0,81.0,33.0,588.0,90.0,60.0,6,35,9,2011,3,Texas,South,Decaf Espresso
325,131.0,52.0,45.0,405.0,70.0,30.0,8,39,10,2011,5,Texas,South,Chamomile
325,135.0,54.0,45.0,424.0,30.0,50.0,8,48,12,2011,3,Texas,South,Chamomile
325,107.0,43.0,37.0,363.0,30.0,40.0,9,13,4,2010,3,Texas,South,Lemon
325,136.0,52.0,38.0,357.0,50.0,40.0,9,5,2,2011,1,Texas,South,Lemon
325,180.0,72.0,54.0,189.0,50.0,60.0,4,9,3,2010,0,Texas,South,Caffe Latte
330,123.0,52.0,44.0,361.0,40.0,50.0,1,17,5,2010,5,Ohio,Central,Amaretto
330,138.0,59.0,46.0,411.0,50.0,50.0,1,44,11,2010,0,Ohio,Central,Amaretto
330,157.0,60.0,48.0,336.0,50.0,60.0,1,52,1,2011,5,Ohio,Central,Amaretto
330,149.0,60.0,47.0,329.0,50.0,60.0,1,5,2,2011,1,Ohio,Central,Amaretto
330,136.0,52.0,38.0,357.0,50.0,50.0,2,5,2,2011,1,Ohio,Central,Columbian
330,129.0,49.0,37.0,351.0,40.0,50.0,2,9,3,2011,1,Ohio,Central,Columbian
330,114.0,43.0,37.0,363.0,40.0,40.0,2,13,4,2011,4,Ohio,Central,Columbian
330,84.0,34.0,30.0,428.0,30.0,30.0,2,31,8,2011,0,Ohio,Central,Columbian
330,108.0,41.0,36.0,435.0,20.0,40.0,2,48,12,2011,3,Ohio,Central,Columbian
330,95.0,39.0,65.0,517.0,0.0,40.0,3,26,7,2010,3,Ohio,Central,Decaf Irish Cream
330,137.0,58.0,56.0,325.0,40.0,60.0,6,9,3,2011,1,Ohio,Central,Decaf Espresso
330,56.0,22.0,17.0,452.0,30.0,10.0,8,5,2,2010,0,Ohio,Central,Chamomile
330,55.0,22.0,17.0,865.0,30.0,10.0,9,30,8,2010,6,Ohio,Central,Lemon
330,82.0,33.0,20.0,870.0,30.0,30.0,9,48,12,2010,2,Ohio,Central,Lemon
330,80.0,30.0,19.0,820.0,40.0,20.0,9,13,4,2011,4,Ohio,Central,Lemon
330,197.0,78.0,57.0,798.0,60.0,60.0,11,44,11,2010,0,Ohio,Central,Darjeeling
330,276.0,111.0,63.0,767.0,90.0,90.0,11,22,6,2011,2,Ohio,Central,Darjeeling
330,277.0,116.0,58.0,678.0,100.0,90.0,12,30,8,2010,6,Ohio,Central,Earl Grey
337,94.0,38.0,22.0,772.0,60.0,40.0,2,5,2,2010,0,Louisiana,South,Columbian
337,107.0,43.0,24.0,822.0,60.0,50.0,2,22,6,2010,1,Louisiana,South,Columbian
337,95.0,34.0,22.0,777.0,50.0,40.0,2,52,1,2011,5,Louisiana,South,Columbian
337,87.0,33.0,20.0,768.0,50.0,40.0,2,9,3,2011,1,Louisiana,South,Columbian
337,98.0,40.0,21.0,843.0,50.0,50.0,2,26,7,2011,4,Louisiana,South,Columbian
337,127.0,48.0,24.0,829.0,80.0,70.0,2,39,10,2011,5,Louisiana,South,Columbian
337,129.0,53.0,23.0,803.0,80.0,60.0,3,17,5,2011,6,Louisiana,South,Decaf Irish Cream
337,91.0,34.0,20.0,863.0,50.0,40.0,3,48,12,2011,3,Louisiana,South,Decaf Irish Cream
337,180.0,67.0,43.0,400.0,80.0,50.0,5,53,1,2010,4,Louisiana,South,Caffe Mocha
337,126.0,47.0,38.0,366.0,40.0,40.0,5,30,8,2010,6,Louisiana,South,Caffe Mocha
337,124.0,47.0,34.0,371.0,40.0,40.0,5,22,6,2011,2,Louisiana,South,Caffe Mocha
337,161.0,57.0,41.0,349.0,60.0,40.0,5,35,9,2011,3,Louisiana,South,Caffe Mocha
337,150.0,61.0,41.0,390.0,50.0,50.0,6,53,1,2010,4,Louisiana,South,Decaf Espresso
337,168.0,61.0,43.0,390.0,50.0,50.0,6,52,1,2011,5,Louisiana,South,Decaf Espresso
337,120.0,46.0,36.0,454.0,40.0,30.0,6,35,9,2011,3,Louisiana,South,Decaf Espresso
337,128.0,49.0,37.0,454.0,30.0,30.0,6,44,11,2011,1,Louisiana,South,Decaf Espresso
337,112.0,49.0,28.0,623.0,40.0,40.0,8,53,1,2010,4,Louisiana,South,Chamomile
337,112.0,49.0,28.0,617.0,40.0,40.0,8,5,2,2010,0,Louisiana,South,Chamomile
337,110.0,48.0,28.0,611.0,40.0,40.0,8,9,3,2010,0,Louisiana,South,Chamomile
337,231.0,101.0,45.0,552.0,80.0,90.0,8,44,11,2010,0,Louisiana,South,Chamomile
337,110.0,48.0,25.0,593.0,40.0,40.0,8,22,6,2011,2,Louisiana,South,Chamomile
337,105.0,46.0,26.0,587.0,40.0,40.0,8,26,7,2011,4,Louisiana,South,Chamomile
337,169.0,69.0,35.0,572.0,60.0,60.0,8,35,9,2011,3,Louisiana,South,Chamomile
337,178.0,80.0,63.0,494.0,50.0,70.0,9,13,4,2010,3,Louisiana,South,Lemon
337,173.0,77.0,63.0,529.0,40.0,70.0,9,17,5,2010,5,Louisiana,South,Lemon
337,184.0,82.0,64.0,601.0,40.0,70.0,9,44,11,2010,0,Louisiana,South,Lemon
337,190.0,80.0,63.0,494.0,50.0,70.0,9,13,4,2011,4,Louisiana,South,Lemon
337,171.0,77.0,59.0,529.0,40.0,70.0,9,17,5,2011,6,Louisiana,South,Lemon
337,196.0,82.0,64.0,601.0,40.0,70.0,9,44,11,2011,1,Louisiana,South,Lemon
337,104.0,44.0,63.0,-508.0,10.0,30.0,4,31,8,2011,0,Louisiana,South,Caffe Latte
339,553.0,68.0,54.0,-348.0,400.0,60.0,2,13,4,2011,4,Massachusetts,East,Columbian
339,44.0,18.0,17.0,486.0,20.0,10.0,13,26,7,2010,3,Massachusetts,East,Green Tea
339,105.0,37.0,62.0,540.0,20.0,30.0,5,30,8,2010,6,Massachusetts,East,Caffe Mocha
339,99.0,47.0,72.0,571.0,-10.0,40.0,5,48,12,2010,2,Massachusetts,East,Caffe Mocha
339,125.0,52.0,77.0,458.0,10.0,40.0,5,13,4,2011,4,Massachusetts,East,Caffe Mocha
339,104.0,37.0,58.0,540.0,20.0,30.0,5,31,8,2011,0,Massachusetts,East,Caffe Mocha
339,128.0,52.0,76.0,554.0,0.0,50.0,5,44,11,2011,1,Massachusetts,East,Caffe Mocha
339,130.0,58.0,55.0,338.0,30.0,40.0,9,53,1,2010,4,Massachusetts,East,Lemon
339,109.0,49.0,51.0,414.0,20.0,30.0,9,30,8,2010,6,Massachusetts,East,Lemon
339,128.0,54.0,53.0,404.0,20.0,30.0,9,39,10,2011,5,Massachusetts,East,Lemon
339,72.0,29.0,20.0,862.0,30.0,30.0,11,35,9,2010,2,Massachusetts,East,Darjeeling
339,88.0,36.0,21.0,862.0,40.0,30.0,11,44,11,2010,0,Massachusetts,East,Darjeeling
339,298.0,149.0,65.0,1156.0,100.0,140.0,7,17,5,2010,5,Massachusetts,East,Regular Espresso
339,298.0,149.0,66.0,1245.0,100.0,140.0,7,22,6,2010,1,Massachusetts,East,Regular Espresso
339,288.0,145.0,60.0,1304.0,100.0,130.0,7,26,7,2011,4,Massachusetts,East,Regular Espresso
347,623.0,249.0,138.0,2580.0,230.0,220.0,2,44,11,2010,0,New York,East,Columbian
347,134.0,54.0,26.0,456.0,70.0,50.0,13,53,1,2010,4,New York,East,Green Tea
347,201.0,77.0,33.0,449.0,90.0,80.0,13,5,2,2011,1,New York,East,Green Tea
347,228.0,94.0,34.0,562.0,120.0,90.0,13,22,6,2011,2,New York,East,Green Tea
347,77.0,162.0,181.0,2321.0,-240.0,150.0,5,26,7,2010,3,New York,East,Caffe Mocha
347,61.0,121.0,142.0,3385.0,-190.0,110.0,5,44,11,2010,0,New York,East,Caffe Mocha
347,76.0,162.0,168.0,2321.0,-240.0,150.0,5,26,7,2011,4,New York,East,Caffe Mocha
347,194.0,214.0,87.0,1480.0,-80.0,160.0,10,9,3,2011,1,New York,East,Mint
347,234.0,95.0,38.0,821.0,120.0,100.0,11,53,1,2010,4,New York,East,Darjeeling
347,245.0,100.0,39.0,981.0,130.0,100.0,11,35,9,2010,2,New York,East,Darjeeling
347,247.0,95.0,37.0,809.0,120.0,100.0,11,5,2,2011,1,New York,East,Darjeeling
347,249.0,95.0,37.0,799.0,120.0,100.0,11,9,3,2011,1,New York,East,Darjeeling
347,238.0,91.0,37.0,777.0,120.0,90.0,12,13,4,2011,4,New York,East,Earl Grey
347,274.0,113.0,39.0,897.0,140.0,110.0,12,22,6,2011,2,New York,East,Earl Grey
347,557.0,239.0,90.0,1260.0,210.0,220.0,7,9,3,2011,1,New York,East,Regular Espresso
351,510.0,67.0,53.0,-3534.0,360.0,60.0,2,48,12,2010,2,Massachusetts,East,Columbian
351,546.0,64.0,49.0,-663.0,430.0,60.0,2,17,5,2011,6,Massachusetts,East,Columbian
351,543.0,67.0,53.0,-3534.0,360.0,60.0,2,48,12,2011,3,Massachusetts,East,Columbian
351,80.0,32.0,19.0,482.0,40.0,30.0,13,44,11,2010,0,Massachusetts,East,Green Tea
351,44.0,18.0,15.0,478.0,20.0,10.0,13,22,6,2011,2,Massachusetts,East,Green Tea
351,111.0,44.0,70.0,543.0,10.0,40.0,5,22,6,2010,1,Massachusetts,East,Caffe Mocha
351,80.0,30.0,19.0,820.0,40.0,30.0,11,13,4,2011,4,Massachusetts,East,Darjeeling
351,94.0,36.0,21.0,862.0,40.0,30.0,11,44,11,2011,1,Massachusetts,East,Darjeeling
351,325.0,162.0,69.0,1091.0,100.0,150.0,7,13,4,2010,3,Massachusetts,East,Regular Espresso
351,306.0,153.0,66.0,1319.0,80.0,150.0,7,48,12,2010,2,Massachusetts,East,Regular Espresso
352,265.0,99.0,64.0,798.0,100.0,90.0,2,35,9,2011,3,Florida,East,Columbian
352,220.0,86.0,49.0,490.0,70.0,80.0,3,5,2,2011,1,Florida,East,Decaf Irish Cream
352,192.0,77.0,52.0,423.0,60.0,70.0,6,5,2,2011,1,Florida,East,Decaf Espresso
352,119.0,49.0,28.0,611.0,30.0,30.0,8,9,3,2011,1,Florida,East,Chamomile
352,114.0,50.0,27.0,587.0,30.0,30.0,8,26,7,2011,4,Florida,East,Chamomile
352,132.0,59.0,51.0,403.0,30.0,40.0,9,26,7,2011,4,Florida,East,Lemon
352,164.0,70.0,42.0,957.0,50.0,50.0,10,5,2,2011,1,Florida,East,Mint
352,89.0,36.0,21.0,838.0,40.0,30.0,11,17,5,2010,5,Florida,East,Darjeeling
352,70.0,28.0,19.0,875.0,40.0,20.0,11,44,11,2010,0,Florida,East,Darjeeling
352,75.0,28.0,19.0,875.0,40.0,20.0,11,44,11,2011,1,Florida,East,Darjeeling
360,167.0,68.0,43.0,445.0,80.0,80.0,2,35,9,2010,2,Washington,West,Columbian
360,151.0,58.0,40.0,331.0,70.0,70.0,2,5,2,2011,1,Washington,West,Columbian
360,178.0,68.0,43.0,438.0,110.0,90.0,2,39,10,2011,5,Washington,West,Columbian
360,188.0,72.0,46.0,461.0,80.0,80.0,2,48,12,2011,3,Washington,West,Columbian
360,297.0,124.0,142.0,717.0,100.0,150.0,3,26,7,2010,3,Washington,West,Decaf Irish Cream
360,223.0,93.0,114.0,692.0,60.0,110.0,3,35,9,2010,2,Washington,West,Decaf Irish Cream
360,242.0,95.0,115.0,554.0,70.0,110.0,3,13,4,2011,4,Washington,West,Decaf Irish Cream
360,314.0,133.0,140.0,705.0,100.0,160.0,3,31,8,2011,0,Washington,West,Decaf Irish Cream
360,180.0,75.0,97.0,522.0,20.0,40.0,13,53,1,2010,4,Washington,West,Green Tea
360,128.0,53.0,78.0,597.0,0.0,30.0,13,22,6,2010,1,Washington,West,Green Tea
360,131.0,55.0,79.0,627.0,-10.0,40.0,13,48,12,2010,2,Washington,West,Green Tea
360,160.0,63.0,87.0,506.0,10.0,40.0,13,9,3,2011,1,Washington,West,Green Tea
360,112.0,47.0,66.0,622.0,0.0,30.0,13,26,7,2011,4,Washington,West,Green Tea
360,128.0,54.0,54.0,301.0,20.0,50.0,5,9,3,2011,1,Washington,West,Caffe Mocha
360,129.0,58.0,52.0,338.0,20.0,50.0,5,17,5,2011,6,Washington,West,Caffe Mocha
360,132.0,59.0,52.0,377.0,20.0,50.0,5,22,6,2011,2,Washington,West,Caffe Mocha
360,132.0,59.0,52.0,403.0,20.0,50.0,5,26,7,2011,4,Washington,West,Caffe Mocha
360,139.0,63.0,53.0,397.0,20.0,60.0,5,31,8,2011,0,Washington,West,Caffe Mocha
360,159.0,67.0,59.0,391.0,30.0,60.0,5,35,9,2011,3,Washington,West,Caffe Mocha
360,187.0,86.0,44.0,1081.0,70.0,80.0,6,26,7,2011,4,Washington,West,Decaf Espresso
360,185.0,80.0,46.0,1055.0,80.0,60.0,6,39,10,2011,5,Washington,West,Decaf Espresso
360,188.0,80.0,45.0,1079.0,60.0,70.0,6,48,12,2011,3,Washington,West,Decaf Espresso
360,225.0,90.0,60.0,1139.0,80.0,70.0,8,30,8,2010,6,Washington,West,Chamomile
360,329.0,123.0,71.0,932.0,120.0,100.0,8,9,3,2011,1,Washington,West,Chamomile
360,334.0,125.0,73.0,1119.0,130.0,90.0,8,39,10,2011,5,Washington,West,Chamomile
360,85.0,34.0,21.0,777.0,50.0,20.0,9,53,1,2010,4,Washington,West,Lemon
360,82.0,33.0,20.0,768.0,50.0,20.0,9,9,3,2010,0,Washington,West,Lemon
360,119.0,48.0,24.0,834.0,50.0,40.0,9,35,9,2010,2,Washington,West,Lemon
360,95.0,34.0,22.0,777.0,50.0,20.0,9,52,1,2011,5,Washington,West,Lemon
360,92.0,35.0,21.0,776.0,40.0,30.0,9,13,4,2011,4,Washington,West,Lemon
360,117.0,48.0,23.0,839.0,50.0,40.0,9,31,8,2011,0,Washington,West,Lemon
360,180.0,67.0,43.0,400.0,50.0,40.0,11,53,1,2010,4,Washington,West,Darjeeling
360,174.0,65.0,43.0,372.0,40.0,40.0,11,5,2,2010,0,Washington,West,Darjeeling
360,125.0,47.0,37.0,371.0,30.0,30.0,11,22,6,2010,1,Washington,West,Darjeeling
360,103.0,39.0,33.0,380.0,30.0,20.0,11,26,7,2011,4,Washington,West,Darjeeling
360,110.0,45.0,38.0,410.0,30.0,20.0,12,17,5,2010,5,Washington,West,Earl Grey
360,113.0,46.0,36.0,454.0,30.0,30.0,12,35,9,2010,2,Washington,West,Earl Grey
360,113.0,46.0,36.0,449.0,30.0,20.0,12,39,10,2010,4,Washington,West,Earl Grey
